implementation	R1	R2	R3	R4	R5	R6	R7	R8	I1	I2	I3	I4	I5	I6	I7	I8	A1	A2	A3	A4	A5	A6	A7	A8	S1	S2	S3	S4	S5	S6	S7	S8	E1	E2	E3	E4	E5	E6	E7	E8	C1	C2	C3	C4	C5	C6	C7	C8	accuracy	elapse	country	fromsearch	age	gender
1	1	2	1	1	1	3	1	2	3	2	2	3	4	1	2	3	4	3	5	5	3	4	2	4	5	5	5	-1	4	-1	4	3	2	2	2	4	3	2	3	3	2	3	2	2	2	4	1	2	-1	-1	HR	0	2	22
1	1	3	3	4	1	3	1	2	4	4	4	4	3	4	3	4	4	4	4	4	4	4	3	4	4	4	2	3	1	2	3	2	1	2	3	3	4	4	2	4	1	1	1	1	3	3	2	1	-1	-1	GB	0	1	28
1	2	4	1	3	1	4	2	3	4	4	5	4	5	4	4	4	3	4	4	4	-1	4	4	4	5	5	5	3	5	4	4	2	2	2	3	1	5	2	2	4	2	1	2	3	2	2	2	3	-1	-1	EU	0	1	58
1	2	4	1	1	1	1	1	1	4	3	2	4	3	2	2	3	4	5	4	5	4	4	4	4	2	3	5	4	5	2	5	4	1	1	2	2	1	3	4	4	1	1	1	1	1	2	3	1	-1	-1	GB	1	2	54
1	2	2	3	1	1	3	1	2	2	3	2	3	2	3	2	3	4	4	2	4	5	4	3	2	3	2	1	4	2	3	3	2	2	2	3	2	3	2	3	3	1	2	1	2	2	3	2	2	-1	-1	GB	1	1	42
1	3	2	2	5	2	4	3	1	1	1	1	5	1	3	1	5	1	2	5	1	4	5	1	4	2	1	2	1	1	1	5	3	1	-1	1	1	5	1	1	5	2	3	5	3	5	5	3	4	-1	-1	GB	0	2	38
1	1	1	1	1	1	1	1	1	5	3	1	1	3	3	1	1	2	2	2	1	1	1	2	1	3	1	1	3	3	3	1	3	2	1	1	1	1	1	3	1	2	2	3	1	2	1	1	1	-1	-1	GB	1	2	22
1	3	3	1	-1	2	2	2	3	2	3	3	-1	3	3	3	3	3	3	5	-1	3	4	3	4	5	5	5	-1	5	3	4	4	3	3	3	-1	3	3	3	3	2	1	1	-1	2	3	2	3	-1	-1	IE	1	1	35
1	1	3	2	3	5	2	2	3	3	2	4	4	4	2	3	3	2	5	3	3	3	3	3	2	3	4	3	2	3	3	2	2	4	3	2	3	4	2	4	3	3	3	2	2	3	4	4	4	-1	-1	TR	1	1	22
1	3	5	3	4	3	4	5	5	4	5	5	5	5	5	5	5	4	3	4	5	5	5	4	4	4	2	3	4	4	2	3	4	3	2	2	3	2	3	4	3	3	5	3	1	3	3	2	2	-1	-1	TR	1	1	18
1	3	1	1	1	1	1	1	1	3	5	3	3	3	4	2	1	4	4	4	5	5	4	2	5	5	4	5	3	5	4	5	4	4	2	4	2	3	2	4	4	1	1	1	1	1	1	1	1	-1	-1	TR	0	2	17
1	3	5	1	3	1	4	1	4	5	4	4	4	4	3	4	5	4	5	5	5	5	5	1	5	5	3	1	5	3	1	4	1	1	1	4	1	1	3	1	3	1	4	1	1	1	1	1	1	-1	-1	TR	0	2	27
1	1	1	1	1	1	1	1	1	4	2	1	5	1	1	1	1	1	1	3	4	1	5	3	2	3	-1	5	1	5	2	2	1	1	1	4	1	1	2	4	1	1	1	2	1	1	1	2	1	-1	-1	BE	1	2	19
1	1	2	4	2	2	3	1	2	4	5	4	3	4	5	3	3	2	4	3	2	3	3	4	3	4	4	4	3	4	4	4	2	3	2	2	3	2	2	3	3	1	1	1	1	1	1	2	1	-1	-1	BE	1	1	32
1	3	3	1	1	1	3	1	2	4	4	4	3	3	4	3	4	4	5	5	4	5	4	3	5	4	4	3	4	4	3	4	2	2	1	3	2	4	2	3	2	2	1	1	1	1	1	1	2	-1	-1	BE	1	2	29
1	2	1	1	3	1	2	2	2	5	4	3	4	4	3	4	2	4	5	5	5	5	5	4	4	4	2	5	4	4	4	3	3	2	3	2	3	3	4	1	3	1	2	1	2	3	2	1	1	-1	-1	BE	0	2	18
1	3	1	4	4	4	4	1	2	5	5	3	5	5	2	5	2	3	5	2	5	3	5	5	3	3	1	2	3	1	1	1	1	4	3	4	3	4	2	3	3	5	4	4	3	4	1	2	3	-1	-1	LB	0	1	18
1	3	1	4	3	3	1	3	3	2	3	2	2	2	2	2	3	4	3	2	5	3	5	3	4	3	2	2	2	2	3	2	2	2	1	3	2	3	3	3	3	2	2	2	3	3	3	3	3	-1	-1	LT	0	1	16
1	2	2	2	3	3	3	3	3	3	4	4	4	4	3	3	4	2	3	2	3	4	3	4	2	2	3	2	3	2	1	2	1	3	2	3	2	3	2	1	2	2	1	2	2	4	3	2	3	-1	-1	GB	0	1	26
1	1	1	1	3	1	2	1	1	4	4	4	2	3	2	3	2	1	3	2	3	3	3	1	2	1	3	1	1	1	2	2	1	1	1	2	2	2	2	1	3	1	1	1	1	1	2	1	1	-1	-1	GB	1	1	32
1	3	3	1	2	2	1	1	1	4	4	4	4	3	3	4	3	4	4	4	5	4	5	3	3	4	4	4	4	4	4	4	4	1	3	2	2	1	1	1	4	1	1	1	1	1	2	1	3	-1	-1	RO	1	2	20
1	3	1	1	2	1	1	1	1	4	4	4	4	4	4	3	3	2	4	2	5	5	4	4	3	5	5	5	5	4	2	4	3	2	3	4	3	3	4	2	4	2	2	2	2	4	4	2	1	-1	-1	IT	1	1	50
1	4	1	2	3	1	1	2	1	5	4	5	5	5	5	5	5	2	4	4	2	4	5	4	4	5	5	5	4	4	2	3	4	1	3	1	3	4	1	2	3	3	3	3	3	4	1	2	2	-1	-1	AL	1	2	17
1	2	2	4	4	3	4	3	3	3	3	4	4	4	4	2	4	1	1	3	2	5	3	5	2	1	4	1	1	1	2	4	1	5	2	4	2	5	3	4	1	2	3	3	4	5	3	3	2	-1	-1	AL	1	1	27
1	1	1	1	1	1	1	1	1	5	2	4	5	5	1	5	1	3	4	4	1	5	3	4	2	1	3	3	1	2	1	1	1	2	4	4	5	5	4	2	2	3	5	2	4	3	5	1	1	-1	-1	AL	0	2	17
1	2	1	1	1	1	1	1	1	5	4	3	1	1	4	2	1	4	5	5	1	5	1	1	5	5	5	5	1	5	3	4	1	4	2	5	2	5	4	2	3	2	3	3	2	2	2	3	3	-1	-1	RO	0	2	33
1	2	1	3	4	2	2	1	1	3	4	4	4	4	4	4	4	3	2	5	4	4	4	1	4	2	1	1	2	1	1	1	1	1	2	5	1	5	3	3	4	3	4	4	4	4	4	4	4	-1	-1	PT	0	1	23
1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	4	5	5	4	2	5	3	5	4	4	5	5	5	5	1	5	4	1	1	1	1	1	1	4	2	1	1	3	1	2	-1	-1	DE	1	2	27
1	3	2	1	4	1	2	1	2	4	4	4	4	4	4	3	2	4	4	4	4	4	4	3	4	4	3	2	4	4	4	4	2	2	1	2	3	3	2	3	4	1	1	2	1	3	3	2	2	-1	-1	DE	0	1	32
1	2	1	1	3	2	2	2	1	3	4	4	5	4	5	4	3	3	4	3	5	5	4	4	4	3	4	4	3	4	4	3	5	3	2	2	2	4	2	3	4	4	3	4	4	3	3	2	3	-1	-1	DE	0	1	20
1	2	3	3	3	3	4	2	4	5	3	4	4	4	3	3	4	3	3	3	3	3	4	4	3	2	4	3	3	2	2	2	3	1	2	2	2	2	2	1	2	1	2	1	1	1	2	1	2	-1	-1	GB	0	1	30
1	1	1	2	2	2	3	3	4	4	4	4	4	1	2	1	2	5	3	5	1	1	3	2	2	2	2	5	3	5	1	1	4	1	2	3	1	3	2	1	4	2	2	1	2	1	1	3	2	-1	-1	GB	0	1	25
1	1	3	1	2	1	2	1	3	2	4	4	4	3	4	3	4	2	2	2	3	4	4	2	1	4	4	3	4	4	5	5	2	1	1	1	2	2	1	1	4	1	1	1	2	2	2	1	2	-1	-1	US	1	1	19
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	3	3	1	4	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	GF	0	2	37
1	2	2	2	1	1	4	1	1	5	5	5	4	4	5	5	3	3	5	1	3	5	5	5	4	4	4	2	3	2	1	3	3	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	3	-1	-1	DK	0	2	27
1	1	2	1	1	1	3	1	3	2	4	3	1	1	2	1	1	2	4	2	4	5	3	4	3	3	4	4	3	4	4	4	4	2	1	3	3	2	3	1	1	2	1	1	2	2	1	1	1	-1	-1	GB	1	2	36
1	3	1	1	4	3	5	3	1	4	1	5	5	5	3	5	5	1	1	1	3	1	3	5	1	1	1	3	1	2	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	-1	-1	GB	0	1	26
1	4	3	3	4	2	3	3	2	5	4	4	2	2	3	3	2	1	1	1	1	2	3	1	1	3	4	1	4	2	1	1	2	1	2	4	1	3	1	1	1	3	3	3	4	4	4	4	4	-1	-1	NO	0	1	30
1	3	2	1	2	1	3	1	1	5	5	5	5	4	5	5	5	1	4	5	2	5	3	3	3	3	4	3	4	3	1	5	1	3	3	4	3	3	5	3	1	2	2	2	3	2	1	-1	2	-1	-1	FR	1	2	-1
1	1	2	1	1	2	2	2	2	4	5	4	4	4	4	4	2	2	4	4	4	5	3	2	4	4	2	1	4	4	3	3	2	1	1	2	4	2	2	2	1	1	1	1	2	1	2	1	1	-1	-1	CH	1	1	42
1	3	4	1	4	2	4	3	3	5	5	5	5	5	5	5	3	2	1	5	3	3	5	2	5	2	3	1	2	1	3	2	2	1	2	1	1	3	3	1	2	3	5	4	3	2	3	2	4	-1	-1	FI	0	2	30
1	3	2	1	3	1	1	2	1	1	2	1	1	1	2	1	3	2	2	5	3	2	2	1	3	3	3	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	3	3	2	4	1	1	-1	-1	GB	1	1	58
1	1	1	1	1	1	1	1	1	3	2	1	2	3	3	1	3	3	3	3	3	5	3	3	3	4	3	3	3	5	3	4	2	1	3	3	1	3	2	1	2	1	2	1	1	1	3	1	1	-1	-1	ES	1	2	60
1	3	4	1	3	1	2	3	2	5	5	5	3	2	4	3	5	4	5	5	5	5	4	4	5	2	5	1	4	1	1	2	1	1	1	4	4	3	3	1	3	1	3	1	3	1	2	1	2	-1	-1	GB	0	2	31
1	2	2	2	3	2	-1	1	2	4	2	3	4	4	2	2	3	4	4	4	4	3	3	2	3	5	2	2	3	4	2	2	1	3	2	5	3	5	2	3	3	1	1	2	2	2	3	3	1	-1	-1	GB	0	1	30
1	3	3	2	3	2	4	3	4	2	2	2	3	2	4	3	5	1	1	3	2	2	4	4	4	3	2	2	2	1	2	3	1	1	3	2	1	2	2	2	4	3	4	3	3	4	4	3	4	-1	-1	GB	0	1	50
1	2	1	1	1	1	1	1	1	3	2	1	3	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4	2	1	1	-1	-1	GB	0	1	29
1	4	1	3	4	4	4	4	1	4	3	1	1	1	3	1	1	1	1	3	1	4	3	1	1	4	1	1	4	3	1	1	1	1	4	4	1	2	1	1	3	1	4	4	3	4	4	1	3	-1	-1	GB	0	1	27
1	3	2	1	4	2	2	3	2	4	4	4	4	4	4	4	5	5	2	4	3	3	5	2	4	1	3	1	1	1	2	2	1	1	1	2	1	2	2	1	2	2	3	2	2	4	3	1	2	-1	-1	GB	0	1	25
1	3	1	1	1	1	3	1	2	5	4	3	1	2	4	2	4	3	2	5	4	4	5	2	4	5	5	5	5	5	2	5	2	3	3	2	3	1	2	1	3	3	3	3	3	3	2	3	2	-1	-1	BE	1	2	24
1	3	1	1	4	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	4	4	2	1	1	3	2	1	2	4	3	1	1	3	2	1	2	2	1	1	1	1	2	1	4	3	1	1	-1	-1	GB	0	1	17
1	3	2	1	2	1	3	2	3	4	3	1	2	1	2	1	2	4	2	1	1	1	1	1	1	-1	1	1	4	1	1	2	1	1	1	5	2	5	3	1	1	4	3	4	4	4	5	4	4	-1	-1	GB	1	2	43
1	3	1	1	1	1	1	1	1	5	5	5	5	5	3	4	1	1	1	5	1	1	1	4	4	5	5	4	3	5	1	4	2	1	3	4	1	4	3	1	4	3	2	1	3	5	5	2	3	-1	-1	GB	0	2	46
1	3	4	1	3	3	3	3	1	5	3	4	4	4	4	4	5	3	4	5	5	5	4	3	5	4	3	4	3	4	4	4	5	2	2	4	2	4	2	2	2	2	1	1	2	3	2	2	1	-1	-1	GB	0	2	59
1	3	2	1	2	2	2	2	2	3	3	4	2	2	2	2	4	2	4	4	2	4	2	2	4	3	4	1	2	2	2	3	3	2	3	2	2	3	3	3	3	2	4	4	4	5	3	3	4	-1	-1	GB	0	3	100
1	4	3	2	2	3	3	2	3	4	4	4	3	4	5	3	4	5	3	3	4	5	5	4	4	2	4	2	3	2	3	3	3	2	3	3	2	3	3	1	4	3	3	2	3	3	3	3	2	-1	-1	GB	0	1	43
1	4	1	3	4	4	3	3	2	4	2	3	3	3	2	4	3	5	3	2	2	3	-1	5	4	2	3	1	3	2	5	2	2	1	2	2	1	2	3	1	2	2	2	3	2	4	4	1	3	-1	-1	GB	0	1	16
1	1	4	2	2	2	4	3	4	3	4	2	2	2	2	2	2	4	1	3	4	4	5	2	5	4	3	4	3	5	3	4	3	2	1	1	1	3	1	1	1	3	3	3	3	3	5	3	3	-1	-1	AT	0	1	25
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	MD	1	1	16
1	1	3	1	3	1	4	2	3	5	3	3	5	4	2	3	3	2	4	5	5	5	3	3	5	4	3	5	4	4	2	5	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	-1	-1	IL	0	2	37
1	2	3	4	3	3	2	2	2	3	3	3	4	3	4	4	4	2	4	4	3	4	3	5	4	2	3	2	4	2	1	3	1	1	4	2	3	2	4	3	4	1	3	2	2	2	2	2	3	-1	-1	SE	0	1	27
1	2	4	5	1	5	4	2	4	5	5	4	1	4	4	4	5	5	5	5	5	5	5	5	5	5	4	4	4	2	4	1	4	1	1	1	1	1	1	-1	3	1	1	1	1	1	1	1	1	-1	-1	NL	0	1	41
1	1	1	1	1	1	1	1	1	1	5	3	1	1	1	1	1	1	5	1	5	5	3	1	5	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	NL	0	1	22
1	3	-1	1	-1	1	1	1	1	3	5	5	1	1	4	1	1	1	1	1	1	1	1	1	1	5	2	1	1	1	1	1	3	1	1	3	1	5	1	3	1	5	2	3	5	5	2	1	3	-1	-1	GB	1	2	21
1	2	2	1	1	1	4	1	1	5	4	3	3	4	3	2	1	3	3	2	4	4	5	1	3	4	4	2	3	5	4	5	4	1	2	2	3	2	2	3	2	1	1	1	1	1	1	2	1	-1	-1	GB	0	2	50
1	1	2	4	1	1	1	1	2	4	2	1	1	1	2	1	1	4	2	2	3	4	1	4	1	3	1	3	4	1	1	1	3	3	1	3	3	2	2	4	2	1	1	1	1	1	4	3	1	-1	-1	GB	0	2	24
1	1	1	1	1	1	1	1	1	1	5	5	1	1	5	1	1	1	1	5	1	1	3	1	1	5	3	2	2	4	4	4	1	1	3	2	5	4	4	4	4	1	1	1	2	3	4	4	1	-1	-1	GB	0	2	30
1	3	1	1	1	1	1	1	1	5	5	5	3	5	5	2	5	3	5	5	5	5	4	1	5	3	5	3	3	5	4	5	4	3	1	5	3	5	4	4	4	3	1	1	4	3	2	2	3	-1	-1	GB	0	2	34
1	3	3	1	2	1	3	2	3	3	2	3	3	3	3	3	3	1	1	2	3	5	3	4	2	2	3	1	2	2	3	3	2	1	1	3	2	2	2	3	2	3	2	2	2	2	3	2	2	-1	-1	GB	1	2	54
1	3	3	4	2	3	3	2	3	3	4	4	4	4	4	3	3	1	2	3	2	2	2	2	4	4	4	4	3	4	4	4	4	1	2	2	1	3	2	1	1	2	2	4	2	4	3	3	3	-1	-1	GB	0	1	38
1	2	1	1	3	1	1	1	1	3	3	3	2	4	3	2	4	1	2	4	4	5	4	1	4	1	3	1	1	1	3	2	1	1	1	1	1	1	1	1	2	1	1	1	1	4	3	1	1	-1	-1	GB	0	1	34
1	1	1	3	4	1	4	2	1	4	1	4	5	4	4	4	4	4	1	2	2	2	5	1	3	-1	3	2	1	2	1	4	2	1	1	1	1	1	1	1	1	1	2	3	1	3	5	1	1	-1	-1	GB	0	1	43
1	1	1	1	1	1	1	1	1	2	5	2	2	2	3	2	1	2	3	1	3	4	4	2	1	2	4	2	2	4	1	2	3	1	3	1	2	2	1	1	3	1	1	1	1	1	1	1	1	-1	-1	GB	0	2	29
1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	1	5	5	5	1	4	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	-1	-1	EU	0	1	31
1	1	1	2	2	2	2	2	2	5	4	4	5	3	3	3	4	2	3	2	3	4	3	3	3	4	3	1	4	2	2	3	2	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	2	-1	-1	NL	1	1	21
1	1	5	1	3	3	4	3	4	5	4	3	1	3	2	3	5	2	2	4	5	4	4	3	3	5	5	2	2	5	3	5	3	1	4	1	4	1	2	4	4	2	1	1	3	5	4	1	3	-1	-1	NL	0	1	32
1	5	4	4	4	3	5	4	3	5	2	3	3	4	5	4	4	2	2	1	3	2	4	3	3	3	5	4	4	4	4	3	5	4	4	4	4	4	4	3	4	4	4	3	5	5	3	4	5	-1	-1	NL	0	1	36
1	3	4	3	3	1	3	3	4	5	5	5	3	4	4	4	3	4	4	5	4	5	5	2	4	4	4	5	4	4	2	4	1	3	1	5	4	4	3	4	4	1	1	1	3	1	3	3	1	-1	-1	GB	0	2	-1
1	4	4	4	5	3	4	3	4	5	5	5	1	3	3	3	5	3	3	1	1	4	4	4	4	5	3	2	5	4	1	4	3	2	5	2	3	3	1	2	4	4	5	4	4	5	5	3	4	-1	-1	FR	0	2	29
1	2	3	4	1	2	2	2	2	4	2	4	2	4	4	4	4	2	2	4	2	4	3	4	4	4	4	4	2	3	4	4	3	3	3	4	3	2	4	3	4	1	4	1	2	2	2	2	1	-1	-1	GB	0	2	21
1	1	1	1	3	1	4	1	2	1	1	1	2	1	3	1	2	1	1	1	2	1	4	1	2	2	4	4	3	4	3	4	3	1	1	4	2	4	3	2	3	1	3	4	3	4	3	1	3	-1	-1	GB	0	2	30
1	1	2	1	1	1	1	1	1	5	4	1	4	3	2	1	4	3	4	2	2	4	3	4	3	3	3	1	3	3	2	4	1	3	1	1	4	3	3	4	1	1	1	1	1	1	3	1	1	-1	-1	GB	1	-1	32
1	1	1	1	1	1	1	1	1	1	4	2	1	2	3	2	2	3	4	3	3	3	3	4	2	2	4	1	1	1	3	2	1	1	2	2	1	3	2	2	2	1	1	1	1	1	1	1	1	-1	-1	IT	1	2	34
1	4	1	1	1	1	1	1	1	1	5	4	1	1	4	3	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	2	5	2	5	4	2	4	4	4	4	4	4	4	4	4	-1	-1	GB	0	1	19
1	1	1	2	1	1	1	1	1	2	2	2	2	2	3	2	2	1	4	3	2	2	3	3	4	3	1	2	4	4	2	2	2	4	4	5	3	5	5	4	4	3	2	3	2	3	3	3	2	-1	-1	GB	1	2	23
1	2	1	2	2	2	2	1	2	3	3	2	3	3	2	3	2	1	1	1	4	3	3	3	1	2	3	3	3	2	2	3	1	2	2	2	2	4	2	2	1	2	1	3	2	4	4	2	2	-1	-1	NL	0	1	22
1	1	2	1	1	1	1	1	3	4	3	3	5	3	2	1	2	1	2	3	1	1	1	1	3	4	5	5	4	4	4	5	4	1	2	2	3	3	2	2	2	2	1	1	3	2	1	1	1	-1	-1	GB	0	2	21
1	1	1	1	1	1	1	1	3	3	5	4	4	3	4	2	3	5	5	4	5	5	5	3	3	5	3	4	4	4	4	4	2	3	2	4	3	4	4	5	4	1	1	1	1	1	1	1	1	-1	-1	NL	0	2	63
1	2	4	2	1	2	4	1	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	5	4	3	4	4	3	4	3	3	2	4	3	4	3	3	3	2	2	2	1	2	1	2	2	-1	-1	NL	0	2	50
1	3	4	2	4	4	4	4	4	3	4	4	4	4	3	4	4	1	1	2	3	3	3	1	2	4	2	3	2	3	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	-1	-1	PL	1	1	33
1	1	1	1	3	1	1	1	1	3	5	1	3	1	5	1	3	1	3	1	3	5	2	1	3	1	1	1	3	3	1	4	2	1	1	1	1	1	1	1	5	1	3	4	4	4	4	1	4	-1	-1	BE	0	2	39
1	2	4	5	2	1	2	1	1	5	5	5	4	5	5	5	5	4	5	3	4	5	4	1	4	5	1	1	1	1	1	1	1	5	1	2	1	5	1	1	4	1	2	1	1	2	4	1	1	-1	-1	NO	0	1	40
1	1	1	1	1	1	1	1	1	4	3	4	1	1	1	3	1	2	1	1	5	5	5	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	-1	SE	0	3	42
1	1	1	1	2	1	2	2	1	1	5	5	3	1	5	2	5	2	3	5	4	5	3	1	5	3	4	2	2	3	4	5	4	3	3	3	3	3	4	4	4	2	4	3	2	3	3	2	3	-1	-1	PL	0	2	17
1	5	5	5	4	4	4	5	4	2	5	5	5	4	5	5	5	3	1	4	4	4	2	5	5	2	4	1	4	1	1	1	1	1	1	4	1	1	1	1	1	4	5	5	4	4	4	4	5	-1	-1	SE	0	1	35
1	2	3	3	4	1	3	1	1	4	5	5	4	5	4	4	4	3	2	2	3	4	4	2	2	4	4	2	2	2	2	4	3	2	3	3	1	3	1	1	3	1	2	2	2	4	4	2	3	-1	-1	ES	0	1	33
1	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	3	4	2	4	2	2	3	4	3	3	3	3	1	3	3	2	3	3	3	2	3	2	3	3	2	3	3	3	3	2	2	-1	-1	CH	1	1	29
1	1	2	1	1	1	1	1	2	3	2	3	1	3	1	1	1	3	5	5	3	5	3	4	4	4	2	3	4	4	4	4	3	2	2	2	1	2	2	1	5	1	3	2	1	1	2	1	1	-1	-1	AT	0	1	24
1	2	5	1	3	1	5	1	4	5	5	5	5	5	5	5	5	3	3	4	3	5	5	4	5	1	4	1	1	1	1	1	3	1	1	1	4	1	1	1	3	1	3	1	1	1	1	1	1	-1	-1	DE	0	2	29
1	2	2	1	3	1	1	1	1	4	4	4	2	3	4	3	3	2	4	5	3	5	3	1	4	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	-1	-1	GB	0	1	23
1	4	5	3	3	1	4	1	3	4	5	3	4	4	3	3	1	1	4	2	4	4	4	4	3	2	3	3	4	3	3	3	2	1	1	3	3	4	3	4	2	3	3	3	3	4	3	4	3	-1	-1	GB	1	1	44
1	1	2	3	2	2	2	1	2	5	5	5	4	5	5	4	5	3	3	3	5	4	5	4	3	3	3	3	4	3	3	4	2	1	4	3	1	1	1	2	2	2	1	1	1	1	2	3	1	-1	-1	BE	1	1	27
1	5	3	3	1	1	2	1	2	5	5	5	3	3	4	3	4	1	4	5	5	4	5	3	3	3	5	4	4	4	4	4	3	3	3	2	4	1	3	2	3	1	2	1	1	1	2	1	1	-1	-1	NO	1	2	27
1	2	1	1	1	1	1	1	1	4	4	2	3	1	2	1	1	2	5	3	3	4	3	3	2	4	2	2	3	4	3	2	1	3	2	4	2	4	3	4	2	1	3	1	1	1	1	3	2	-1	-1	FI	0	1	24
1	3	3	1	4	2	3	2	2	5	4	4	4	4	4	4	3	1	1	4	2	2	2	3	3	3	3	3	4	3	4	3	3	2	2	3	3	2	1	3	1	1	2	2	3	1	2	1	1	-1	-1	CH	1	1	23
1	4	2	2	2	2	3	3	2	4	4	4	3	4	4	3	4	2	2	2	4	4	4	2	2	2	3	2	2	2	3	2	1	1	1	4	2	3	3	3	2	4	3	3	3	3	4	3	4	-1	-1	GB	1	1	23
1	4	1	3	4	3	3	2	1	3	3	3	4	3	3	3	4	2	3	2	3	2	3	1	2	2	3	1	1	1	3	3	1	2	2	1	1	2	2	1	4	2	3	2	1	4	4	1	3	-1	-1	GB	0	1	18
1	2	1	1	3	1	2	1	1	5	5	5	4	4	5	4	5	2	3	3	5	4	5	3	3	3	3	2	3	3	2	2	1	2	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	-1	-1	GB	1	1	25
1	4	2	1	5	2	4	3	2	4	3	4	4	4	4	4	5	1	1	3	1	1	2	2	2	3	1	1	3	2	1	1	1	2	2	2	2	4	3	3	4	2	4	4	2	3	2	2	3	-1	-1	RS	0	1	26
1	2	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	5	3	5	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	-1	-1	SE	0	1	16
1	3	3	2	4	1	3	3	3	5	2	1	4	2	3	3	2	1	1	2	3	1	2	2	2	5	3	5	3	3	1	1	1	1	2	3	3	2	3	2	1	2	4	3	3	1	3	3	4	-1	-1	PT	0	2	14
1	3	2	4	1	2	2	1	1	4	4	4	4	3	5	2	-1	4	3	3	4	4	3	3	4	5	3	3	4	3	2	2	3	-1	3	4	1	-1	4	4	4	2	1	1	2	3	3	3	2	-1	-1	PT	0	1	36
1	3	3	3	4	2	3	3	4	5	5	5	4	5	5	4	5	4	2	5	3	4	5	2	4	3	5	1	4	2	2	3	2	2	3	3	2	2	3	2	2	3	3	3	3	4	3	3	3	-1	-1	ES	0	2	40
1	2	2	1	3	2	3	2	2	2	3	2	2	2	3	2	2	2	4	3	2	2	3	2	2	4	5	3	3	4	3	3	2	2	4	4	3	3	3	2	3	3	3	2	3	2	3	2	3	-1	-1	ES	1	2	22
1	5	-1	1	5	2	3	3	2	5	5	5	5	5	5	4	4	1	2	4	4	4	4	2	2	2	1	2	3	1	2	4	2	2	1	3	1	4	2	2	2	2	5	5	5	5	4	2	3	-1	-1	ES	0	1	35
1	3	2	2	3	1	2	2	2	4	4	4	2	4	4	4	4	3	2	3	2	2	4	3	2	3	4	2	3	2	2	2	2	1	2	2	2	2	2	1	1	1	2	3	1	3	3	1	1	-1	-1	FI	0	1	40
1	1	3	1	1	1	1	1	1	3	3	1	1	1	1	-1	1	3	3	1	-1	4	3	1	1	5	4	3	-1	3	1	1	1	3	1	1	1	4	1	1	1	1	1	1	1	1	3	1	1	-1	-1	IE	1	1	47
1	1	1	3	1	2	3	3	3	4	5	4	2	4	5	4	5	3	4	5	4	5	5	3	5	1	3	1	1	1	1	1	1	3	1	3	1	1	1	2	1	1	3	2	3	2	1	1	3	-1	-1	TR	0	2	27
1	1	1	1	1	1	1	1	1	4	4	3	3	4	2	4	3	2	3	2	3	4	3	3	3	3	2	3	2	3	1	3	1	2	1	1	1	4	1	2	1	1	1	1	1	4	3	1	1	-1	-1	RO	1	1	22
1	4	3	4	3	2	3	2	2	5	4	5	5	4	2	4	4	4	4	3	3	5	4	-1	3	5	4	2	4	3	2	2	2	4	2	4	4	4	4	5	3	2	3	2	4	5	3	2	2	-1	-1	RO	0	2	27
1	4	4	3	3	1	4	2	3	3	3	4	4	4	4	3	5	2	1	3	4	5	4	4	1	4	3	3	3	4	4	3	1	1	2	1	3	1	1	1	1	3	4	3	3	3	3	3	3	-1	-1	GB	0	1	42
